geocode,etiqueta,granularidad,gcd_iata,gcd_icao,longitud,latitud,geohash
FR_TFFM,Aeropuerto de Les Bases,AEROPUERTOS,GBJ,TFFM,-61.27,15.8687,ddu6mbb9cs
FR_TFFR,Aeropuerto de Pointe-à-Pitre Le Raizet,AEROPUERTOS,PTP,TFFR,-61.531799,16.265301,dduhxc1bjp
FR_TFFS,Aeropuerto de Terre-de-Haut,AEROPUERTOS,LSS,TFFS,-61.580601,15.8644,ddu4q8n2gf
GA_FOOB,Aeropuerto de Bitam,AEROPUERTOS,BMM,FOOB,11.4932,2.07564,s225v9c56z
GA_FOOL,Aeropuerto Internacional Libreville Leon M'ba,AEROPUERTOS,LBV,FOOL,9.41228,0.4586,s0ndw5mzd1
GB_EGAA,Aeropuerto Internacional Belfast,AEROPUERTOS,BFS,EGAA,-6.21583,54.657501,gcewfw1g08
GB_EGAB,Aeropuerto de St Angelo,AEROPUERTOS,ENK,EGAB,-7.65167,54.398899,gcdt3zh0x1
GB_EGAC,Aeropuerto de George Best Belfast City,AEROPUERTOS,BHD,EGAC,-5.8725,54.618099,gceydqgv2z
GB_EGAE,Aeropuerto de City of Derry,AEROPUERTOS,LDY,EGAE,-7.16111,55.042801,gcfcjh1rw1
GB_EGBB,Aeropuerto Internacional Birmingham,AEROPUERTOS,BHX,EGBB,-1.74803,52.453899,gcqf2hzn5g
GB_EGBE,Aeropuerto de Coventry,AEROPUERTOS,CVT,EGBE,-1.47972,52.369701,gcqcymde85
GB_EGBJ,Aeropuerto de Gloucestershire,AEROPUERTOS,GLO,EGBJ,-2.16722,51.894199,gcnrnxjcs5
GB_EGBN,Aeropuerto de Nottingham,AEROPUERTOS,NQT,EGBN,-1.07917,52.919998,gcrjp3y1md
GB_EGBP,Aeropuerto de Cotswold,AEROPUERTOS,GBA,EGBP,-2.05694,51.668095,gcntcjyhmz
GB_EGCB,Aeropuerto de Manchester City,AEROPUERTOS,,EGCB,-2.38972,53.471699,gcw21w5z5r
GB_EGCC,Aeropuerto de Manchester Airport,AEROPUERTOS,MAN,EGCC,-2.27495,53.353699,gcqrs0xrvf
GB_EGCD,Aeropuerto de Manchester Woodford,AEROPUERTOS,,EGCD,-2.14889,53.3381,gcqrrjghzn
GB_EGCF,Aeródromo de Sandtoft,AEROPUERTOS,,EGCF,-0.858333,53.5597,gcx2sqnzz7
GB_EGCI,Base Aérea Doncaster,AEROPUERTOS,,EGCI,,,
GB_EGCN,Aeropuerto de Robin Hood Doncaster Sheffield,AEROPUERTOS,DSA,EGCN,-1.010656,53.480538,gcx21pb4dn
GB_EGDC,Base Aérea Royal Marines Base Chivenor,AEROPUERTOS,,EGDC,-4.15034,51.0872,gcj49s1ud0
GB_EGDL,Base Aérea Lyneham,AEROPUERTOS,LYE,EGDL,-1.99343,51.5051,gcnt48hqvw
GB_EGDR,RNAS Culdrose,AEROPUERTOS,,EGDR,-5.25571,50.086102,gbukbmuutn
GB_EGEC,Aeropuerto de Campbeltown,AEROPUERTOS,CAL,EGEC,-5.68639,55.437199,gcggqs531d
GB_EGEN,Aeropuerto de North Ronaldsay,AEROPUERTOS,NRL,EGEN,-2.43444,59.3675,gfw38xe2c2
GB_EGER,Aeropuerto de Stronsay,AEROPUERTOS,SOY,EGER,-2.64139,59.1553,gfw0ebuse5
GB_EGET,Aeropuerto de Lerwick / Tingwall,AEROPUERTOS,LWK,EGET,-1.24361,60.1922,gfxn7twkvz
GB_EGFC,Helipuerto de Cardiff,AEROPUERTOS,,EGFC,-3.1375,51.467499,gcjub977fv
GB_EGFE,Aeropuerto de Haverfordwest,AEROPUERTOS,HAW,EGFE,-4.96111,51.833099,gchqz5gmtv
GB_EGFF,Aeropuerto Internacional Cardiff,AEROPUERTOS,CWL,EGFF,-3.34333,51.396702,gcjs7umrqz
GB_EGFH,Aeropuerto de Swansea,AEROPUERTOS,SWS,EGFH,-4.06783,51.605301,gcjje6myst
GB_EGGD,Aeropuerto de Bristol,AEROPUERTOS,BRS,EGGD,-2.71909,51.382702,gcnh61ujbt
GB_EGGP,Aeropuerto de Liverpool John Lennon,AEROPUERTOS,LPL,EGGP,-2.84972,53.333599,gcmzrjhfsx
GB_EGGW,Aeropuerto de Londres Luton,AEROPUERTOS,LTN,EGGW,-0.368333,51.874699,gcpxpeeb10
GB_EGHC,Aeropuerto de Land's End,AEROPUERTOS,LEQ,EGHC,-5.67056,50.102798,gbgvnbyvfq
GB_EGHD,Aeropuerto de Plymouth City,AEROPUERTOS,PLH,EGHD,-4.10583,50.422798,gbvnfe4np4
GB_EGHE,Aeropuerto de St. Mary's,AEROPUERTOS,ISC,EGHE,-6.29167,49.9133,gbgeby6w13
GB_EGHF,Estación Aéreo Naval Lee-On-Solent,AEROPUERTOS,,EGHF,-1.20333,50.814201,gcp1hd7y0m
GB_EGHH,Aeropuerto de Bournemouth,AEROPUERTOS,BOH,EGHH,-1.8425,50.779999,gcn8yh4qft
GB_EGHI,Aeropuerto de Southampton,AEROPUERTOS,SOU,EGHI,-1.3568,50.950298,gcp1c5hnbr
GB_EGHJ,Aeropuerto de Bembridge,AEROPUERTOS,BBP,EGHJ,-1.10944,50.678101,gcp0qc8jk4
GB_EGHK,Helipuerto de Penzance,AEROPUERTOS,PZE,EGHK,-5.51845,50.128101,gbuj4mt96g
GB_EGHL,Aeropuerto de Lasham,AEROPUERTOS,QLA,EGHL,-1.0335,51.187199,gcp70qr7j9
GB_EGHQ,Aeropuerto de Newquay Cornwall,AEROPUERTOS,NQY,EGHQ,-4.99541,50.440601,gbuqyq6my9
GB_EGHR,Aeropuerto de Chichester/Goodwood,AEROPUERTOS,QUG,EGHR,-0.759167,50.859402,gcp3qdxjqp
GB_EGHT,Helipuerto de Tresco,AEROPUERTOS,,EGHT,-6.33139,49.945599,gbgkpumd5y
GB_EGJA,Aeropuerto de Alderney,AEROPUERTOS,ACI,EGJA,-2.21472,49.706104,gby6v8er13
GB_EGJB,Aeropuerto de Guernsey,AEROPUERTOS,GCI,EGJB,-2.60197,49.435001,gby1hz37c8
GB_EGJJ,Aeropuerto de Jersey,AEROPUERTOS,JER,EGJJ,-2.19551,49.207901,gbwryn12bc
GB_EGKA,Aeropuerto de Shoreham,AEROPUERTOS,ESH,EGKA,-0.297222,50.835602,gcpc1nrdf5
GB_EGKB,Aeropuerto de Londres Biggin Hill,AEROPUERTOS,BQH,EGKB,0.0325,51.330799,u10h08rxt6
GB_EGKK,Aeropuerto de Londres Gatwick,AEROPUERTOS,LGW,EGKK,-0.190278,51.148102,gcpfgxjrq1
GB_EGKR,Aeródromo de Redhill,AEROPUERTOS,KRH,EGKR,-0.138611,51.2136,gcpgkg5hf4
GB_EGLC,Aeropuerto de Londres City,AEROPUERTOS,LCY,EGLC,0.055278,51.505299,u10j122205
GB_EGLF,Aeropuerto de Farnborough,AEROPUERTOS,FAB,EGLF,-0.776333,51.275799,gcp7wq6xnj
GB_EGLK,Aeropuerto de Blackbushe,AEROPUERTOS,BBS,EGLK,-0.8475,51.323898,gcp7uxnz7u
GB_EGLL,Aeropuerto de Londres Heathrow,AEROPUERTOS,LHR,EGLL,-0.461941,51.4706,gcpsv3ztgz
GB_EGLW,Helipuerto de Londres,AEROPUERTOS,,EGLW,-0.179444,51.469723,gcpugcv2fe
GB_EGMC,Aeropuerto de Southend,AEROPUERTOS,SEN,EGMC,0.695556,51.5714,u10mru63pt
GB_EGMD,Aeropuerto de Lydd,AEROPUERTOS,LYX,EGMD,0.939167,50.9561,u109vk7bu1
GB_EGMH,Aeropuerto de Kent,AEROPUERTOS,MSE,EGMH,1.34611,51.342201,u10unds1yx
GB_EGNC,Aeropuerto de Carlisle,AEROPUERTOS,CAX,EGNC,-2.80917,54.9375,gcy08146js
GB_EGNE,Aeropuerto de Retford Gamston,AEROPUERTOS,,EGNE,-0.951389,53.280602,gcrr477np0
GB_EGNH,Aeropuerto Internacional Blackpool,AEROPUERTOS,BLK,EGNH,-3.02861,53.771702,gctcghfdu7
GB_EGNJ,Aeropuerto de Humberside,AEROPUERTOS,HUY,EGNJ,-0.350833,53.574402,gcxbb0bt8b
GB_EGNL,Aeropuerto de Barrow Walney Island,AEROPUERTOS,BWF,EGNL,-3.2675,54.128611,gctevtudj8
GB_EGNM,Aeropuerto de Leeds Bradford,AEROPUERTOS,LBA,EGNM,-1.66057,53.865898,gcwf6jyz9g
GB_EGNO,Aeropuerto de Warton,AEROPUERTOS,WRT,EGNO,-2.88306,53.745098,gctcwruxgu
GB_EGNR,Aeropuerto de Hawarden,AEROPUERTOS,CEG,EGNR,-2.97778,53.178101,gcmys0z8us
GB_EGNS,Aeropuerto de Isle of Man,AEROPUERTOS,IOM,EGNS,-4.62389,54.083302,gcsewv8fpd
GB_EGNT,Aeropuerto de Newcastle,AEROPUERTOS,NCL,EGNT,-1.69167,55.037498,gcyc1e20tj
GB_EGNV,Aeropuerto de Durham Tees Valley,AEROPUERTOS,MME,EGNV,-1.42941,54.509201,gcwyp7p5h7
GB_EGNX,Aeropuerto de East Midlands,AEROPUERTOS,EMA,EGNX,-1.32806,52.8311,gcrh9c8gmy
GB_EGPA,Aeropuerto de Kirkwall,AEROPUERTOS,KOI,EGPA,-2.905,58.957802,gfmzmuuwhd
GB_EGPB,Aeropuerto de Sumburgh,AEROPUERTOS,LSI,EGPB,-1.29556,59.878899,gfxhds8eg7
GB_EGPC,Aeropuerto de Wick,AEROPUERTOS,WIC,EGPC,-3.09306,58.4589,gfmu9d5ey2
GB_EGPD,Aeropuerto de Aberdeen Dyce,AEROPUERTOS,ABZ,EGPD,-2.19778,57.2019,gfnmmvr9hp
GB_EGPE,Aeropuerto de Inverness,AEROPUERTOS,INV,EGPE,-4.0475,57.5425,gfjp7gk9q7
GB_EGPF,Aeropuerto Internacional Glasgow,AEROPUERTOS,GLA,EGPF,-4.43306,55.871899,gcuvg55vqh
GB_EGPH,Aeropuerto de Edinburgo,AEROPUERTOS,EDI,EGPH,-3.3725,55.950001,gcvw732hrh
GB_EGPI,Aeropuerto de Islay,AEROPUERTOS,ILY,EGPI,-6.25667,55.6819,gcgsc8s494
GB_EGPK,Aeropuerto de Glasgow Prestwick,AEROPUERTOS,PIK,EGPK,-4.58667,55.509399,gcuez9hjdv
GB_EGPL,Aeropuerto de Benbecula,AEROPUERTOS,BEB,EGPL,-7.36278,57.481098,gf4z02nedv
GB_EGPM,Aeropuerto de Scatsta,AEROPUERTOS,SCS,EGPM,-1.29611,60.4328,gfxpf92nw6
GB_EGPN,Aeropuerto de Dundee,AEROPUERTOS,DND,EGPN,-3.02583,56.452499,gfjc5hueth
GB_EGPO,Aeropuerto de Stornoway,AEROPUERTOS,SYY,EGPO,-6.33111,58.215599,gf77pvvf6q
GB_EGPR,Aeropuerto de Barra,AEROPUERTOS,BRR,EGPR,-7.44306,57.0228,gf4sqssjuh
GB_EGPT,Aeropuerto de Perth/Scone,AEROPUERTOS,PSL,EGPT,-3.37222,56.439201,gfj9562qjt
GB_EGPU,Aeropuerto de Tiree,AEROPUERTOS,TRE,EGPU,-6.86917,56.499199,gf517tq58w
GB_EGPW,Aeropuerto de Unst,AEROPUERTOS,UNT,EGPW,-0.85385,60.7472,gfz3sddnpf
GB_EGQL,Base Aérea de Leuchars,AEROPUERTOS,ADX,EGQL,-2.86844,56.372898,gfjbwwr7bt
GB_EGSC,Aeropuerto de Cambridge,AEROPUERTOS,CBG,EGSC,0.175,52.205002,u120gzxkjv
GB_EGSD,Helipuerto de Great Yarmouth - North Denes,AEROPUERTOS,,EGSD,1.72278,52.634399,u135rjy3xe
GB_EGSH,Aeropuerto de Norwich,AEROPUERTOS,NWI,EGSH,1.28278,52.6758,u12gtjq4fb
GB_EGSS,Aeropuerto de Londres Stansted,AEROPUERTOS,STN,EGSS,0.235,51.884998,u10pjm7h5b
GB_EGSU,Aeródromo de Duxford,AEROPUERTOS,QFO,EGSU,0.131944,52.090801,u12074b4ft
GB_EGSX,Aeropuerto de North Weald,AEROPUERTOS,,EGSX,0.154167,51.721699,u10n5x8k8r
GB_EGSY,Helipuerto de Sheffield City,AEROPUERTOS,,EGSY,-1.38849,53.394299,gcrpb2humf
GB_EGTC,Aeropuerto de Cranfield,AEROPUERTOS,,EGTC,-0.616667,52.072201,gcr81zqyw9
GB_EGTE,Aeropuerto de Exeter,AEROPUERTOS,EXT,EGTE,-3.41389,50.734402,gcj8d7fj6d
GB_EGTG,Aeropuerto de Bristol Filton,AEROPUERTOS,FZO,EGTG,-2.59083,51.519402,gcnjj4c6m2
GB_EGTH,Aeródromo de Old Warden,AEROPUERTOS,,EGTH,-0.318727,52.087883,gcrb2drcvj
GB_EGTK,Aeropuerto de Oxford (Kidlington),AEROPUERTOS,OXF,EGTK,-1.32,51.836899,gcpncuwgcf
GB_EGTO,Aeropuerto de Rochester,AEROPUERTOS,RCS,EGTO,0.503333,51.351898,u10k5kqd2x
GB_EGUB,Base Aérea de Benson,AEROPUERTOS,BEX,EGUB,-1.09583,51.616402,gcpjxh6p36
GB_EGUN,Base Aérea de Mildenhall,AEROPUERTOS,MHZ,EGUN,0.486406,52.3619,u123gh4nnj
GB_EGVA,Base Aérea de Fairford,AEROPUERTOS,FFD,EGVA,-1.79003,51.682201,gcnwp22w9k
GB_EGVN,Base Aérea de Brize Norton,AEROPUERTOS,BZZ,EGVN,-1.58362,51.75,gcny7uycdg
GB_EGVP,Aeródromo de Middle Wallop,AEROPUERTOS,,EGVP,-1.56861,51.1394,gcnfum9u8e
GB_EGWU,Base Aérea de Northolt,AEROPUERTOS,NHT,EGWU,-0.418167,51.553001,gcptq2ztbp
GB_EGWZ,Base Aérea de Alconbury,AEROPUERTOS,AYH,EGWZ,-0.219722,52.374401,gcrcgn2nbp
GB_EGXW,Base Aérea de Waddington,AEROPUERTOS,WTN,EGXW,-0.523811,53.166199,gcrwknded3
GB_EGYD,Base Aérea de Cranwell,AEROPUERTOS,,EGYD,-0.483242,53.0303,gcrttjb5gs
GB_EGYP,Aeropuerto de Mount Pleasant,AEROPUERTOS,MPN,EGYP,-58.447201,-51.8228,4wy3njbn39
GB_FHAW,Aeródromo de Wideawake,AEROPUERTOS,ASI,FHAW,-14.3937,-7.9696,7wtf8mnvdq
GB_FHSH,Aeropuerto de St. Helena,AEROPUERTOS,HLE,FHSH,-5.645943,-15.957725,7v5vpwbxxb
GD_TGPY,Aeropuerto Internacional Point Salines,AEROPUERTOS,GND,TGPY,-61.786201,12.0042,ddhh6129t1
GE_UGKO,Aeropuerto de Kopitnari,AEROPUERTOS,KUT,UGKO,42.482601,42.176701,szqpywnch6
GE_UGSB,Aeropuerto Internacional Batumi,AEROPUERTOS,BUS,UGSB,41.599701,41.610298,szmsdwgvx3
GE_UGTB,Aeropuerto Internacional Tbilisi,AEROPUERTOS,TBS,UGTB,44.9547,41.669201,szrvncxh8q
GH_DGAA,Aeropuerto Internacional Kotoka,AEROPUERTOS,ACC,DGAA,-0.166786,5.60519,ebzzuhqs9e
GH_DGLE,Aeropuerto de Tamale,AEROPUERTOS,TML,DGLE,-0.863214,9.55719,ecxqk7g6tt
GI_LXGB,Aeropuerto de Gibraltar,AEROPUERTOS,GIB,LXGB,-5.34966,36.151199,eykjwm07zz
GL_BGBW,Aeropuerto de Narsarsuaq,AEROPUERTOS,UAK,BGBW,-45.425999,61.1605,ffzeymcv9x
GL_BGKK,Aeropuerto de Kulusuk,AEROPUERTOS,KUS,BGKK,-37.1236,65.573601,g5tt51r3vm
GL_BGSF,Aeropuerto de Kangerlussuaq,AEROPUERTOS,SFJ,BGSF,-50.711603,67.012222,fggvnp0yqp
GL_BGTL,Base Aérea Thule,AEROPUERTOS,THU,BGTL,-68.703201,76.531197,fmx5ks5fe3
GM_GBYD,Aeropuerto Internacional de Banjul,AEROPUERTOS,BJL,GBYD,-16.652201,13.338,edk5vh45rx
GN_GUCY,Aeropuerto Internacional Conakry,AEROPUERTOS,CKY,GUCY,-13.612,9.57689,e9wq6r2j3m
GQ_FGBT,Aeropuerto de Bata,AEROPUERTOS,BSG,FGBT,9.80568,1.90547,s0qfz4uk0v
GQ_FGSL,Aeropuerto de Malabo,AEROPUERTOS,SSG,FGSL,8.70872,3.75527,s0wjq5tkpc
GR_LGAL,Aeropuerto de Dimokritos,AEROPUERTOS,AXD,LGAL,25.956301,40.8559,sx62qtsfce
GR_LGAT,Aeropuerto de Athen Helenikon,AEROPUERTOS,HEW,LGAT,23.726101,37.893299,sw8zefkb6n
GR_LGAV,Aeropuerto Internacional Eleftherios Venizelos,AEROPUERTOS,ATH,LGAV,23.9445,37.936401,sw9pbf5ge3
GR_LGBL,Aeropuerto de Nea Anchialos,AEROPUERTOS,VOL,LGBL,22.7943,39.219601,swbpnewq9x
GR_LGEL,Aeropuerto de Elefsis,AEROPUERTOS,,LGEL,23.556,38.063801,swbb812cww
GR_LGHI,Aeropuerto de Chios Island National,AEROPUERTOS,JKH,LGHI,26.1406,38.343201,swfd4u5j24
GR_LGIK,Aeropuerto de Ikaria,AEROPUERTOS,JIK,LGIK,26.347099,37.682701,swdwrecmeu
GR_LGIO,Aeropuerto de Ioannina,AEROPUERTOS,IOA,LGIO,20.8225,39.6964,srnccfd2r3
GR_LGIR,Aeropuerto Internacional Heraklion Nikos Kazantzakis,AEROPUERTOS,HER,LGIR,25.1803,35.339699,sw3chcrsxt
GR_LGKA,Aeropuerto de Kastoria National,AEROPUERTOS,KSO,LGKA,21.2822,40.446301,srpnh710z0
GR_LGKC,Aeropuerto de Kithira,AEROPUERTOS,KIT,LGKC,23.017,36.2743,sw2q7g83ng
GR_LGKF,Aeropuerto de Kefallinia,AEROPUERTOS,EFL,LGKF,20.5005,38.120098,sqy8fe818m
GR_LGKJ,Aeropuerto de Kastelorizo,AEROPUERTOS,KZS,LGKJ,29.576401,36.141701,swmj952usj
GR_LGKL,Aeropuerto de Kalamata,AEROPUERTOS,KLX,LGKL,22.025499,37.068298,sqxdvhn6rr
GR_LGKO,Aeropuerto de Kos,AEROPUERTOS,KGS,LGKO,27.0917,36.793301,swe326p8d2
GR_LGKP,Aeropuerto de Karpathos,AEROPUERTOS,AOK,LGKP,27.146,35.421398,sw7398r0ee
GR_LGKR,Aeropuerto Internacional Ioannis Kapodistrias,AEROPUERTOS,CFU,LGKR,19.911699,39.601898,srn1m173b0
GR_LGKS,Aeropuerto de Kasos,AEROPUERTOS,KSJ,LGKS,26.91,35.421398,sw71s27287
GR_LGKV,Aeropuerto Internacional Alexander the Great,AEROPUERTOS,KVA,LGKV,24.6192,40.9133,sx38b0p1hz
GR_LGKY,Aeropuerto de Kalymnos,AEROPUERTOS,JKL,LGKY,26.940599,36.963299,swe4m0cwc6
GR_LGKZ,Aeropuerto de Filippos,AEROPUERTOS,KZI,LGKZ,21.840799,40.286098,srpt0vzgx8
GR_LGLE,Aeropuerto de Leros,AEROPUERTOS,LRS,LGLE,26.800301,37.184898,swe59c73sr
GR_LGLM,Aeropuerto de Limnos,AEROPUERTOS,LXS,LGLM,25.2363,39.917099,sx1gn68tbq
GR_LGLR,Aeropuerto de Larisa,AEROPUERTOS,LRA,LGLR,22.4655,39.650253,srpcx4ngkn
GR_LGMK,Aeropuerto de Mikonos,AEROPUERTOS,JMK,LGMK,25.348101,37.435101,swdhbycgm8
GR_LGML,Aeropuerto de Milos,AEROPUERTOS,MLO,LGML,24.4769,36.696899,sw92ubrwcj
GR_LGMT,Aeropuerto Internacional Mytilene,AEROPUERTOS,MJT,LGMT,26.598301,39.056702,swfyjq03c2
GR_LGNX,Aeropuerto de Naxos,AEROPUERTOS,JNX,LGNX,25.368099,37.0811,swd4cq2mpd
GR_LGPA,Aeropuerto de Paros National,AEROPUERTOS,PAS,LGPA,25.113195,37.020495,sw9fe7qu5b
GR_LGPL,Aeropuerto de Astypalaia,AEROPUERTOS,JTY,LGPL,26.375799,36.579899,swdb05nm2e
GR_LGPZ,Aeropuerto de Aktion National,AEROPUERTOS,PVK,LGPZ,20.765301,38.925499,sqyv2w0v6w
GR_LGRD,Base Aérea Maritsa,AEROPUERTOS,,LGRD,28.1089,36.383099,sw7yzxk6bv
GR_LGRP,Aeropuerto de Diagoras,AEROPUERTOS,RHO,LGRP,28.086201,36.405399,sw7zp57szf
GR_LGRX,Aeropuerto de Araxos,AEROPUERTOS,GPA,LGRX,21.4256,38.1511,sqz1p91wk8
GR_LGSA,Aeropuerto Internacional Chania,AEROPUERTOS,CHQ,LGSA,24.1497,35.5317,sw34js370u
GR_LGSK,Aeropuerto de Skiathos Island National,AEROPUERTOS,JSI,LGSK,23.5037,39.177101,swbwygfz5u
GR_LGSM,Aeropuerto de Samos,AEROPUERTOS,SMI,LGSM,26.911699,37.689999,swenkmk80j
GR_LGSO,Aeropuerto de Syros,AEROPUERTOS,JSY,LGSO,24.950899,37.422798,sw9szu8ew5
GR_LGSR,Aeropuerto de Santorini,AEROPUERTOS,JTR,LGSR,25.4793,36.3992,sw6p5f32ww
GR_LGST,Aeropuerto de Sitia,AEROPUERTOS,JSH,LGST,26.101299,35.216099,sw683fyksk
GR_LGSY,Aeropuerto de Skiros,AEROPUERTOS,SKU,LGSY,24.4872,38.967602,swcmtjz49p
GR_LGTS,Aeropuerto Internacional Thessaloniki Macedonia,AEROPUERTOS,SKG,LGTS,22.9709,40.519699,sx0qd8qukg
GR_LGVO,Base Aérea Volos,AEROPUERTOS,,LGVO,22.9174,39.3839,sx0213xgy5
GR_LGZA,"""Aeropuerto Internacional Zakynthos """"Dionysios Solomos""""""",AEROPUERTOS,ZTH,LGZA,20.8843,37.7509,sqwyg0r6zm
GT_MGGT,Aeropuerto de La Aurora,AEROPUERTOS,GUA,MGGT,-90.527496,14.5833,9fxdgyzcuk
GW_GGOV,Aeropuerto Internacional Osvaldo Vieira,AEROPUERTOS,OXB,GGOV,-15.6537,11.8948,edhgev3k4r
GY_SYCJ,Aeropuerto Internacional Cheddi Jagan,AEROPUERTOS,GEO,SYCJ,-58.254101,6.49855,d9nsfrh8v1
HK_VHHH,Aeropuerto Internacional Hong Kong,AEROPUERTOS,HKG,VHHH,113.915001,22.308901,wecnbjnqgb
HN_MHLE,Aeropuerto de La Esperanza,AEROPUERTOS,LEZ,MHLE,-88.175003,14.291111,d493398gv8
HN_MHRO,Aeropuerto Internacional Juan Manuel Galvez,AEROPUERTOS,RTB,MHRO,-86.523003,16.316799,d4fkz47u5z
HN_MHTG,Aeropuerto Internacional Toncontín,AEROPUERTOS,TGU,MHTG,-87.217201,14.0609,d43zzrdqev
HR_LDDU,Aeropuerto de Dubrovnik,AEROPUERTOS,DBV,LDDU,18.2682,42.561401,srsfpsn6pu
HR_LDLO,Aeropuerto de Lošinj Island,AEROPUERTOS,LSZ,LDLO,14.3931,44.5658,srfjx8bwxe
HR_LDOS,Aeropuerto de Osijek,AEROPUERTOS,OSI,LDOS,18.8102,45.4627,u2j6sh1pmm
HR_LDPL,Aeropuerto de Pula,AEROPUERTOS,PUY,LDPL,13.9222,44.893501,srczku9gdg
HR_LDRI,Aeropuerto de Rijeka,AEROPUERTOS,RJK,LDRI,14.5703,45.2169,u2435x3z89
HR_LDSB,Aeropuerto de Bra?,AEROPUERTOS,BWK,LDSB,16.679701,43.285702,srey5xcv3p
HR_LDSP,Aeropuerto de Split,AEROPUERTOS,SPU,LDSP,16.298,43.538898,srexdy5b6y
HR_LDZA,Aeropuerto de Zagreb,AEROPUERTOS,ZAG,LDZA,16.0688,45.742901,u25kjxhzwn
HR_LDZD,Aeropuerto de Zadar,AEROPUERTOS,ZAD,LDZD,15.3467,44.108299,srffvjxjkn
HT_MTPP,Aeropuerto Internacional Toussaint Louverture,AEROPUERTOS,PAP,MTPP,-72.292503,18.58,d7k9dyqhqe
HU_LHBP,Aeropuerto Internacional Budapest Liszt Ferenc,AEROPUERTOS,BUD,LHBP,19.261093,47.42976,u2mty636ru
HU_LHDC,Aeropuerto Internacional Debrecen,AEROPUERTOS,DEB,LHDC,21.615299,47.488899,u2rq5v5fbu
HU_LHPA,Base Aérea Pápa,AEROPUERTOS,,LHPA,17.500799,47.363602,u2kmqnr8yp
HU_LHPR,Aeropuerto Internacional Gyor-Pér,AEROPUERTOS,,LHPR,17.813601,47.624401,u2kwvmg2nz
HU_LHSM,Aeropuerto Internacional Sármellék,AEROPUERTOS,SOB,LHSM,17.159084,46.686391,u2k1w6yzgw
ID_WADD,Aeropuerto Internacional Ngurah Rai (Bali),AEROPUERTOS,DPS,WADD,115.167,-8.74817,qw3yhxqn1w
ID_WALL,Aeropuerto de Sultan Aji Muhamad Sulaiman,AEROPUERTOS,BPN,WALL,116.893997,-1.26827,qxg0gcpeg9
ID_WIGG,Aeropuerto de Fatmawati Soekarno,AEROPUERTOS,BKS,WIGG,102.338997,-3.8637,qr2f0b8ur6
ID_WIHH,Aeropuerto Internacional Halim Perdanakusuma,AEROPUERTOS,HLP,WIHH,106.890999,-6.26661,qquh275wkg
ID_WIID,Aeropuerto de Kemayoran,AEROPUERTOS,,WIID,,,
ID_WIII,Aeropuerto Internacional Soekarno-Hatta,AEROPUERTOS,CGK,WIII,106.655998,-6.12557,qqgv5hbeby
ID_WIMM,Aeropuerto Internacional Kualanamu,AEROPUERTOS,KNO,WIMM,98.885278,3.642222,w0wkdpn13z
IE_EICA,Aeropuerto de Connemara Regional,AEROPUERTOS,NNR,EICA,-9.46778,53.230301,gc3qbd3bbx
IE_EICK,Aeropuerto de Cork,AEROPUERTOS,ORK,EICK,-8.49111,51.841301,gc1yyv2vqy
IE_EICM,Aeropuerto de Galway,AEROPUERTOS,GWY,EICM,-8.94159,53.300201,gc3xhx0bjv
IE_EIDL,Aeropuerto de Donegal,AEROPUERTOS,CFN,EIDL,-8.341,55.044201,gcf14hqr8w
IE_EIDW,Aeropuerto de Dublin,AEROPUERTOS,DUB,EIDW,-6.27007,53.421299,gc7xcm438g
IE_EIIM,Aeródromo de Inishmore,AEROPUERTOS,IOR,EIIM,-9.65361,53.106701,gc3nh7f2yw
IE_EIKN,Aeropuerto de Ireland West Knock,AEROPUERTOS,NOC,EIKN,-8.81849,53.910301,gc9dxq4d62
IE_EIKY,Aeropuerto de Kerry,AEROPUERTOS,KIR,EIKY,-9.52378,52.180901,gc30z70zzb
IE_EIME,Base Aérea Casement,AEROPUERTOS,,EIME,-6.45133,53.301701,gc7rjpq2cj
IE_EINN,Aeropuerto de Shannon,AEROPUERTOS,SNN,EINN,-8.92482,52.702,gc3eufj5ks
IE_EISG,Aeropuerto de Sligo,AEROPUERTOS,SXL,EISG,-8.59921,54.280201,gc9uu36jpf
IE_EIWF,Aeropuerto de Waterford,AEROPUERTOS,WAT,EIWF,-7.08696,52.187199,gc6bysrkmz
IE_EIWT,Aeropuerto de Weston,AEROPUERTOS,,EIWT,-6.48611,53.3522,gc7rs2kznd
IL_LLBG,Aeropuerto Internacional Ben Gurion,AEROPUERTOS,TLV,LLBG,34.8867,32.011398,sv8y1g7xzj
IL_LLET,Aeropuerto de Eilat,AEROPUERTOS,ETH,LLET,34.960098,29.5613,sv2b5t3pj3
IL_LLNV,Base Aérea Nevatim,AEROPUERTOS,VTM,LLNV,35.012299,31.2083,sv8cs9r1t8
IL_LLSD,Aeropuerto de Sde Dov,AEROPUERTOS,SDV,LLSD,34.7822,32.1147,sv8wxqr9sj
IN_VAAH,Aeropuerto Internacional Sardar Vallabhbhai Patel,AEROPUERTOS,AMD,VAAH,72.634697,23.0772,ts5ekc4frj
IN_VABB,Aeropuerto Internacional Chhatrapati Shivaji,AEROPUERTOS,BOM,VABB,72.867897,19.088699,te7ud4uz9p
IN_VAJJ,Aeródromo de Juhu,AEROPUERTOS,,VAJJ,72.834198,19.098101,te7u9ksnxb
